Individual,Fitness,HealthGain1,HealthGain2,HealthGain3,HealthGain4,HealthGain5,HealthGain6,HealthGain7,HealthGain8,EnemiesBeaten
1,-93.10198675496689,-100,-100,-100,-100,-100,-100,-100,-100,0
2,-93.10198675496689,-100,-100,-100,-100,-100,-100,-100,-100,0
3,-37.994999999999955,-90.0,-10.0,-70.0,-90.0,-1.399999999999892,-100.0,-20.0,28.600000000000257,1
4,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
5,-85.64322250639387,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-90.0,-100.0,0
6,-70.22599999999998,-100.0,-70.0,-80.0,-100.0,5.600000000000136,-90.0,-100.0,-70.0,1
7,-47.77778115501516,-100.0,-40.0,-90.0,-70.0,33.40000000000027,-90.0,-30.0,-90.0,1
8,-68.98599999999999,-100.0,-70.0,-90.0,-100.0,10.400000000000091,-90.0,-90.0,-70.0,1
9,-92.35278514588859,-100,-100,-100,-100,-100,-100,-100,-100,0
10,-90.44813278008299,-100,-100,-100,-100,-100,-100,-100,-100,0
11,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
12,-89.70454545454545,-100,-100,-100,-100,-100,-100,-100,-100,0
13,-27.883613445378103,-100.0,8.0,-60.0,-90.0,-60.0,-60.0,26.20000000000025,29.80000000000026,3
14,-69.83,-100.0,-70.0,-90.0,-100.0,10.400000000000091,-90.0,-100.0,-70.0,1
15,-93.09668874172185,-100,-100,-100,-100,-100,-100,-100,-100,0
16,-49.72818181818179,-100.0,-40.0,-90.0,-70.0,33.40000000000027,-90.0,-30.0,-90.0,1
17,-42.997972027972,-100.0,28.0,-70.0,-90.0,-90.0,-100.0,-20.0,29.80000000000026,2
18,-86.21999999999997,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
19,-33.88475345167649,-50.0,-50.0,22.0,-80.0,60.40000000000033,-90.0,-90.0,-70.0,2
20,-24.36540983606554,-70.0,70.0,-70.0,-60.0,64.60000000000034,-100.0,-20.0,-70.0,2
21,-35.26927601809949,-90.0,-10.0,-70.0,-80.0,-80.0,-100.0,41.80000000000029,52.600000000000314,2
22,-89.70454545454545,-100,-100,-100,-100,-100,-100,-100,-100,0
23,-86.32294429708223,-100.0,-90.0,-100.0,-100.0,-100.0,-70.0,-90.0,-100.0,0
24,-41.57107279693485,-50.0,-70.0,-30.0,-80.0,82.00000000000017,-90.0,-100.0,-70.0,1
25,-42.95251748251745,-100.0,28.0,-70.0,-90.0,-90.0,-100.0,-20.0,29.80000000000026,2
26,-37.99299999999995,-90.0,-10.0,-70.0,-90.0,-1.399999999999892,-100.0,-20.0,28.600000000000257,1
27,-89.39545454545454,-100,-100,-100,-100,-100,-100,-100,-100,0
28,-37.99099999999996,-90.0,-10.0,-70.0,-90.0,-1.399999999999892,-100.0,-20.0,28.600000000000257,1
29,-93.11788079470199,-100,-100,-100,-100,-100,-100,-100,-100,0
30,-41.44531992687383,-100.0,28.0,-70.0,-90.0,-90.0,-100.0,-20.0,29.80000000000026,2
31,-70.234,-100.0,-90.0,-70.0,-100.0,8.000000000000114,-90.0,-90.0,-70.0,1
32,-86.14799999999997,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
33,-89.65,-100,-100,-100,-100,-100,-100,-100,-100,0
34,-48.686190476190454,-90.0,-100.0,-80.0,-90.0,75.40000000000023,-10.0,-100.0,-60.0,1
35,-69.75899999999996,-100.0,-50.0,-90.0,-100.0,-10.199999999999669,-100.0,-90.0,-70.0,0
36,-18.008842729970294,-70.0,70.0,-60.0,-70.0,64.60000000000034,-70.0,-10.0,-80.0,2
37,-42.997972027972,-100.0,28.0,-70.0,-90.0,-90.0,-100.0,-20.0,29.80000000000026,2
38,-80.81199999999997,-90.0,-100.0,-80.0,-100.0,-58.79999999999971,-100.0,-100.0,-70.0,0
39,-93.10198675496689,-100,-100,-100,-100,-100,-100,-100,-100,0
40,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
41,-93.10198675496689,-100,-100,-100,-100,-100,-100,-100,-100,0
42,-47.77778115501516,-100.0,-40.0,-90.0,-70.0,33.40000000000027,-90.0,-30.0,-90.0,1
43,-47.466791808873694,-90.0,-10.0,-70.0,-90.0,-90.0,-100.0,-20.0,28.600000000000257,1
44,-17.602908011869403,-70.0,74.0,-60.0,-70.0,64.60000000000034,-70.0,-10.0,-80.0,2
45,-86.21999999999997,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
46,-56.50112044817928,-100.0,28.0,-70.0,-90.0,-90.0,-100.0,-20.0,-70.0,1
47,-86.60599999999997,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
48,-69.47932330827068,-100.0,-50.0,-90.0,-90.0,-90.0,-90.0,-30.0,-90.0,0
49,-52.70999999999998,-90.0,-10.0,-70.0,-90.0,-15.599999999999852,-100.0,-20.0,-70.0,0
50,-93.08344370860927,-100,-100,-100,-100,-100,-100,-100,-100,0
51,-35.81329218106993,-100.0,-50.0,40.0,-70.0,33.40000000000027,-80.0,-40.0,-90.0,2
52,-66.098,-100.0,-60.0,-80.0,-100.0,10.400000000000091,-90.0,-100.0,-60.0,1
53,-35.242238805970125,-100.0,80.0,-70.0,-90.0,-30.0,-80.0,25.60000000000025,-80.0,2
54,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
55,-93.09933774834437,-100,-100,-100,-100,-100,-100,-100,-100,0
56,-72.29527559055119,-100.0,-40.0,-80.0,-100.0,-100.0,-100.0,-40.0,-100.0,0
57,-86.21999999999997,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
58,-81.90299999999996,-100.0,-100.0,-100.0,-90.0,-55.799999999999706,-60.0,-100.0,-100.0,0
59,-48.345999999999954,-100.0,28.0,-70.0,-90.0,-36.799999999999685,-100.0,-20.0,-50.0,1
60,-93.07814569536424,-100,-100,-100,-100,-100,-100,-100,-100,0
61,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
62,-92.66898954703832,-100,-100,-100,-100,-100,-100,-100,-100,0
63,-92.26225165562914,-100,-100,-100,-100,-100,-100,-100,-100,0
64,-42.997972027972,-100.0,28.0,-70.0,-90.0,-90.0,-100.0,-20.0,29.80000000000026,2
65,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
66,-55.61699999999998,-80.0,-10.0,-70.0,-90.0,-1.399999999999892,-100.0,-90.0,-60.0,0
67,-40.73107279693486,-50.0,-70.0,-30.0,-80.0,90.40000000000009,-90.0,-100.0,-70.0,1
68,-93.10198675496689,-100,-100,-100,-100,-100,-100,-100,-100,0
69,-42.997972027972,-100.0,28.0,-70.0,-90.0,-90.0,-100.0,-20.0,29.80000000000026,2
70,-52.695881006864965,-70.0,-100.0,-60.0,-60.0,22.00000000000024,-50.0,-100.0,-60.0,1
71,-47.77778115501516,-100.0,-40.0,-90.0,-70.0,33.40000000000027,-90.0,-30.0,-90.0,1
72,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
73,-89.34773776546628,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-93.59999999999977,0
74,-93.07019867549668,-100,-100,-100,-100,-100,-100,-100,-100,0
75,-92.38292011019284,-100,-100,-100,-100,-100,-100,-100,-100,0
76,-42.997972027972,-100.0,28.0,-70.0,-90.0,-90.0,-100.0,-20.0,29.80000000000026,2
77,-48.63633136094671,-100.0,-40.0,-100.0,-70.0,33.40000000000027,-90.0,-30.0,-90.0,1
78,-70.96299999999997,-100.0,-70.0,-80.0,-100.0,-17.799999999999663,-100.0,-80.0,-70.0,0
79,-47.77778115501516,-100.0,-40.0,-90.0,-70.0,33.40000000000027,-90.0,-30.0,-90.0,1
80,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
81,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
82,-92.22624434389141,-100,-100,-100,-100,-100,-100,-100,-100,0
83,-51.07199999999996,-80.0,-40.0,-70.0,-60.0,-23.199999999999676,-100.0,-50.0,-30.0,0
84,-45.253465346534654,-70.0,-30.0,-90.0,-70.0,-50.0,-80.0,-10.0,-40.0,0
85,-93.61183431952662,-100,-100,-100,-100,-100,-100,-100,-100,0
86,-63.031772575250834,-100.0,-30.0,-80.0,-90.0,-70.0,-100.0,-20.0,-90.0,0
87,-74.83132530120481,-70.0,-90.0,-60.0,-70.0,-100.0,-100.0,-90.0,-80.0,0
88,-34.2538922155688,-100.0,-50.0,-50.0,-60.0,55.60000000000032,-80.0,-100.0,57.400000000000325,2
89,-42.997972027972,-100.0,28.0,-70.0,-90.0,-90.0,-100.0,-20.0,29.80000000000026,2
90,-89.1,-100,-100,-100,-100,-100,-100,-100,-100,0
91,-93.12582781456953,-100,-100,-100,-100,-100,-100,-100,-100,0
92,-78.45978391356543,-70.0,-90.0,-80.0,-70.0,-100.0,-100.0,-90.0,-80.0,0
93,-42.997972027972,-100.0,28.0,-70.0,-90.0,-90.0,-100.0,-20.0,29.80000000000026,2
94,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
95,-69.788,-100.0,-70.0,-90.0,-100.0,10.400000000000091,-90.0,-100.0,-70.0,1
96,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
97,-88.91702355460386,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,0
98,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
99,-93.10198675496689,-100,-100,-100,-100,-100,-100,-100,-100,0
100,-33.539999999999964,-90.0,2.0,-70.0,-90.0,-1.9999999999998863,-90.0,-20.0,28.600000000000257,2
101,-18.020712166172075,-70.0,70.0,-60.0,-70.0,64.60000000000034,-70.0,-10.0,-80.0,2
102,-47.77778115501516,-100.0,-40.0,-90.0,-70.0,33.40000000000027,-90.0,-30.0,-90.0,1
103,-75.90818858560795,-100.0,-40.0,-90.0,-70.0,-90.0,-100.0,-100.0,-90.0,0
104,-86.77523240371846,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-80.0,-90.0,0
105,-48.04126050420165,-90.0,-10.0,-70.0,-90.0,-90.0,-100.0,-20.0,28.600000000000257,1
106,-91.25,-100,-100,-100,-100,-100,-100,-100,-100,0
107,-38.084300626304774,-100.0,28.0,-70.0,-70.0,-90.0,-90.0,-20.0,29.80000000000026,2
108,-75.35299999999997,-100.0,-90.0,-90.0,-80.0,-64.19999999999973,-90.0,-90.0,-60.0,0
109,-34.53499999999996,-90.0,6.0,-70.0,-90.0,-1.399999999999892,-100.0,-20.0,28.600000000000257,2
110,-69.83,-100.0,-70.0,-90.0,-100.0,10.400000000000091,-90.0,-100.0,-70.0,1
111,-18.008842729970294,-70.0,70.0,-60.0,-70.0,64.60000000000034,-70.0,-10.0,-80.0,2
112,-87.93736730360934,-100.0,-100.0,-100.0,-100.0,-90.0,-90.0,-100.0,-100.0,0
113,-77.51302083333333,-100.0,-60.0,-70.0,-100.0,-80.0,-100.0,-90.0,-70.0,0
114,-86.21999999999997,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
115,-80.57307692307693,-100.0,-90.0,-90.0,-70.0,-100.0,-100.0,-90.0,-90.0,0
116,-79.22679045092838,-100.0,-80.0,-80.0,-100.0,-100.0,-100.0,-50.0,-90.0,0
117,-89.66818181818182,-100,-100,-100,-100,-100,-100,-100,-100,0
118,-82.85416666666667,-100.0,-90.0,-100.0,-90.0,-90.0,-90.0,-90.0,-90.0,0
119,-90.46099999999997,-100.0,-100.0,-100.0,-100.0,-74.99999999999974,-100.0,-100.0,-100.0,0
120,-84.93799999999996,-100.0,-100.0,-100.0,-90.0,-43.199999999999676,-100.0,-100.0,-100.0,0
121,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
122,-86.21999999999997,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
123,-33.71999999999997,-100.0,28.0,-50.0,-90.0,-70.0,-80.0,-20.0,29.80000000000026,2
124,-88.95833333333333,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-90.0,0
125,-93.42657342657343,-100,-100,-100,-100,-100,-100,-100,-100,0
126,-68.58399999999999,-100.0,-60.0,-90.0,-100.0,10.400000000000091,-90.0,-100.0,-70.0,1
127,-82.0331094049904,-100.0,-50.0,-90.0,-100.0,-100.0,-100.0,-90.0,-100.0,0
128,-39.79976190476187,-100.0,-40.0,-70.0,-60.0,44.800000000000296,-80.0,-30.0,-90.0,1
129,-59.25903614457831,-70.0,-20.0,-60.0,-80.0,-50.0,-100.0,-70.0,-80.0,0
130,-86.22199999999997,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
131,-43.174475524475504,-100.0,28.0,-70.0,-90.0,-90.0,-100.0,-20.0,28.000000000000256,2
132,-82.41699999999997,-100.0,-100.0,-100.0,-90.0,-43.79999999999968,-100.0,-100.0,-80.0,0
133,-42.99101576182134,-100.0,28.0,-70.0,-90.0,-90.0,-100.0,-20.0,29.80000000000026,2
134,-93.51020408163265,-100,-100,-100,-100,-100,-100,-100,-100,0
135,-42.38010101010098,-100.0,28.0,-70.0,-90.0,-90.0,-100.0,-20.0,29.80000000000026,2
136,-86.21999999999997,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
137,-86.21999999999997,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
138,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
139,-86.22199999999997,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
140,-89.70454545454545,-100,-100,-100,-100,-100,-100,-100,-100,0
141,-93.10198675496689,-100,-100,-100,-100,-100,-100,-100,-100,0
142,-42.997972027972,-100.0,28.0,-70.0,-90.0,-90.0,-100.0,-20.0,29.80000000000026,2
143,-84.27199999999996,-100.0,-80.0,-100.0,-100.0,-46.799999999999685,-100.0,-100.0,-100.0,0
144,-61.596999999999966,-100.0,-60.0,-90.0,-60.0,-63.79999999999975,-70.0,-20.0,-80.0,0
145,-93.41463414634147,-100,-100,-100,-100,-100,-100,-100,-100,0
146,-42.997972027972,-100.0,28.0,-70.0,-90.0,-90.0,-100.0,-20.0,29.80000000000026,2
147,-35.060999999999964,-50.0,-20.0,58.0,-70.0,-5.399999999999729,-80.0,-90.0,-70.0,1
148,-20.50884272997029,-70.0,70.0,-60.0,-90.0,64.60000000000034,-70.0,-10.0,-80.0,2
149,-47.77778115501516,-100.0,-40.0,-90.0,-70.0,33.40000000000027,-90.0,-30.0,-90.0,1
150,-89.09503311258278,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-80.0,-100.0,0
151,-91.69772256728778,-100,-100,-100,-100,-100,-100,-100,-100,0
152,-86.21999999999997,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
153,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
154,-55.05833333333334,-100.0,-30.0,-10.0,-70.0,-80.0,-60.0,-90.0,-80.0,0
155,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
156,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
157,-76.96299999999997,-100.0,-70.0,-80.0,-100.0,-33.79999999999968,-100.0,-100.0,-80.0,0
158,-69.82799999999996,-100.0,-40.0,-70.0,-90.0,-35.59999999999968,-90.0,-100.0,-80.0,0
159,-54.024757433489796,-40.0,-100.0,-90.0,-90.0,71.20000000000027,-100.0,-100.0,-60.0,1
160,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
161,-41.954214559386955,-50.0,-70.0,-30.0,-80.0,82.00000000000017,-90.0,-100.0,-70.0,1
162,-41.57107279693485,-50.0,-70.0,-30.0,-80.0,82.00000000000017,-90.0,-100.0,-70.0,1
163,-47.77778115501516,-100.0,-40.0,-90.0,-70.0,33.40000000000027,-90.0,-30.0,-90.0,1
164,-86.49199999999996,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
165,-62.308999999999976,-100.0,28.0,-70.0,-90.0,-82.99999999999977,-100.0,-50.0,-80.0,1
166,-42.997972027972,-100.0,28.0,-70.0,-90.0,-90.0,-100.0,-20.0,29.80000000000026,2
167,-69.83,-100.0,-70.0,-90.0,-100.0,10.400000000000091,-90.0,-100.0,-70.0,1
168,-43.05097902097899,-100.0,28.0,-70.0,-90.0,-90.0,-100.0,-20.0,29.20000000000026,2
169,-89.81818181818181,-100,-100,-100,-100,-100,-100,-100,-100,0
170,-63.996999999999964,-60.0,-70.0,-70.0,-90.0,-4.199999999999726,-90.0,-100.0,-80.0,0
171,-42.997972027972,-100.0,28.0,-70.0,-90.0,-90.0,-100.0,-20.0,29.80000000000026,2
172,-86.21999999999997,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
173,-91.6986301369863,-100,-100,-100,-100,-100,-100,-100,-100,0
174,-47.77778115501516,-100.0,-40.0,-90.0,-70.0,33.40000000000027,-90.0,-30.0,-90.0,1
175,-86.04999999999995,-100.0,-100.0,-100.0,-100.0,-41.99999999999967,-100.0,-100.0,-100.0,0
176,-34.04150537634406,-100.0,70.0,-70.0,-80.0,-80.0,-90.0,-20.0,29.80000000000026,2
177,-87.32899999999997,-100.0,-100.0,-100.0,-100.0,-43.79999999999968,-100.0,-100.0,-100.0,0
178,-88.33041958041957,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
179,-69.83,-100.0,-70.0,-90.0,-100.0,10.400000000000091,-90.0,-100.0,-70.0,1
180,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
181,-86.44899999999997,-100.0,-100.0,-100.0,-100.0,-40.19999999999967,-100.0,-100.0,-100.0,0
182,-93.47677261613691,-100,-100,-100,-100,-100,-100,-100,-100,0
183,-39.23628318584069,-50.0,-60.0,-60.0,-80.0,82.00000000000017,-90.0,-100.0,-20.0,1
184,-92.43137254901961,-100,-100,-100,-100,-100,-100,-100,-100,0
185,-86.37272727272727,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-90.0,0
186,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
187,-25.786999999999935,-80.0,-10.0,-60.0,-70.0,-1.399999999999892,-100.0,12.40000000000023,49.000000000000306,2
188,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
189,-93.1046357615894,-100,-100,-100,-100,-100,-100,-100,-100,0
190,-84.04470198675497,-100.0,-60.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,0
191,-69.83,-100.0,-70.0,-90.0,-100.0,10.400000000000091,-90.0,-100.0,-70.0,1
192,-93.10198675496689,-100,-100,-100,-100,-100,-100,-100,-100,0
193,-70.67999999999999,-100.0,-70.0,-90.0,-100.0,10.400000000000091,-90.0,-100.0,-70.0,1
194,-51.41564625850337,-100.0,-70.0,-70.0,-80.0,67.00000000000031,-70.0,-100.0,-50.0,1
195,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
196,-69.83,-100.0,-70.0,-90.0,-100.0,10.400000000000091,-90.0,-100.0,-70.0,1
197,-30.18588235294115,-100.0,36.0,-50.0,-70.0,1.6000000000002341,-50.0,-10.0,-80.0,2
198,-93.10198675496689,-100,-100,-100,-100,-100,-100,-100,-100,0
199,-42.09502202643169,-100.0,-40.0,-30.0,-70.0,33.40000000000027,-90.0,-30.0,-90.0,1
200,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
201,-49.2781055155875,-100.0,-40.0,-90.0,-70.0,33.40000000000027,-90.0,-30.0,-90.0,1
202,-38.01499999999996,-90.0,-10.0,-70.0,-90.0,-1.399999999999892,-100.0,-20.0,28.600000000000257,1
203,-47.77778115501516,-100.0,-40.0,-90.0,-70.0,33.40000000000027,-90.0,-30.0,-90.0,1
204,-93.10198675496689,-100,-100,-100,-100,-100,-100,-100,-100,0
205,-41.24351351351346,-100.0,-40.0,-60.0,-70.0,3.4000000000002344,-90.0,23.800000000000246,-90.0,2
206,-52.09966942148757,-100.0,-40.0,-90.0,-80.0,33.40000000000027,-90.0,-30.0,-90.0,1
207,-8.40531914893608,-100.0,28.0,-60.0,-90.0,40.000000000000284,-60.0,46.0000000000003,52.00000000000031,4
208,-86.21999999999997,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
209,-89.74090909090908,-100,-100,-100,-100,-100,-100,-100,-100,0
210,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
211,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
212,-26.614831013916444,-100.0,30.0,-70.0,-70.0,-80.0,-60.0,31.000000000000263,29.80000000000026,3
213,-47.77778115501516,-100.0,-40.0,-90.0,-70.0,33.40000000000027,-90.0,-30.0,-90.0,1
214,-41.07928327645048,-90.0,-60.0,-60.0,-60.0,66.40000000000032,-70.0,-100.0,-30.0,1
215,-31.75884272997029,-70.0,70.0,-90.0,-90.0,64.60000000000034,-70.0,-70.0,-80.0,2
216,-88.29699999999997,-100.0,-100.0,-100.0,-100.0,-55.799999999999706,-100.0,-100.0,-100.0,0
217,-82.61567164179104,-100.0,-90.0,-100.0,-90.0,-100.0,-90.0,-90.0,-90.0,0
218,-44.165826645264815,-100.0,18.0,-70.0,-90.0,-90.0,-100.0,-20.0,29.80000000000026,2
219,-37.994999999999955,-90.0,-10.0,-70.0,-90.0,-1.399999999999892,-100.0,-20.0,28.600000000000257,1
220,-19.021454005934682,-70.0,70.0,-60.0,-70.0,64.60000000000034,-80.0,-10.0,-80.0,2
221,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
222,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
223,-89.58636363636364,-100,-100,-100,-100,-100,-100,-100,-100,0
224,-48.05037267080743,-100.0,-10.0,-70.0,-90.0,-80.0,-100.0,-20.0,30.40000000000026,1
225,-18.008842729970294,-70.0,70.0,-60.0,-70.0,64.60000000000034,-70.0,-10.0,-80.0,2
226,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
227,-84.83599999999996,-100.0,-100.0,-100.0,-90.0,-43.199999999999676,-100.0,-100.0,-100.0,0
228,-30.497542533081283,-90.0,42.0,-70.0,-50.0,-20.0,-90.0,-30.0,-10.0,1
229,-90.85499999999996,-100.0,-100.0,-100.0,-100.0,-73.79999999999976,-100.0,-100.0,-100.0,0
230,-84.75399999999996,-100.0,-100.0,-100.0,-90.0,-41.99999999999967,-100.0,-100.0,-100.0,0
231,-89.56818181818181,-100,-100,-100,-100,-100,-100,-100,-100,0
232,-42.86642857142854,-100.0,28.0,-70.0,-90.0,-90.0,-100.0,-20.0,29.80000000000026,2
233,-93.60047281323877,-100,-100,-100,-100,-100,-100,-100,-100,0
234,-48.805833333333304,-100.0,-40.0,-90.0,-70.0,33.40000000000027,-90.0,-30.0,-90.0,1
235,-47.77778115501516,-100.0,-40.0,-90.0,-70.0,33.40000000000027,-90.0,-30.0,-90.0,1
236,-41.636206896551705,-50.0,-70.0,-30.0,-80.0,82.00000000000017,-90.0,-100.0,-70.0,1
237,-77.65795228628227,-100.0,-100.0,-100.0,-70.0,-43.199999999999676,-90.0,-100.0,-90.0,0
238,-90.37799999999996,-100.0,-100.0,-100.0,-100.0,-75.59999999999975,-100.0,-100.0,-100.0,0
239,-92.43443708609271,-100,-100,-100,-100,-100,-100,-100,-100,0
240,-86.21999999999997,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
241,-93.16556291390728,-100,-100,-100,-100,-100,-100,-100,-100,0
242,-65.16,-80.0,-50.0,-90.0,-100.0,10.400000000000091,-90.0,-100.0,-70.0,1
243,-86.21999999999997,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
244,-51.01999999999998,-100.0,-40.0,-90.0,-70.0,17.80000000000023,-90.0,-30.0,-90.0,1
245,-86.14499999999995,-100.0,-100.0,-100.0,-100.0,-42.599999999999675,-100.0,-100.0,-100.0,0
246,-88.00499999999997,-100.0,-100.0,-100.0,-100.0,-56.99999999999971,-100.0,-100.0,-100.0,0
247,-36.744999999999955,-90.0,-10.0,-70.0,-90.0,-1.399999999999892,-90.0,-20.0,28.600000000000257,1
248,-44.95744416873447,-100.0,20.0,-70.0,-90.0,-90.0,-100.0,-20.0,28.000000000000256,2
249,-41.196630196936525,-50.0,-60.0,-60.0,-80.0,80.20000000000019,-90.0,-100.0,-40.0,1
250,-90.70383275261324,-100,-100,-100,-100,-100,-100,-100,-100,0
251,-80.52272727272728,-100.0,-90.0,-100.0,-60.0,-90.0,-90.0,-100.0,-80.0,0
252,-90.16719077568135,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,0
253,-47.77778115501516,-100.0,-40.0,-90.0,-70.0,33.40000000000027,-90.0,-30.0,-90.0,1
254,-42.58271389144433,-60.0,-70.0,-20.0,-70.0,83.20000000000016,-80.0,-100.0,-70.0,1
255,-89.22399999999996,-100.0,-100.0,-100.0,-100.0,-63.599999999999724,-100.0,-100.0,-100.0,0
256,-89.05,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,0
257,-90.13247863247864,-100,-100,-100,-100,-100,-100,-100,-100,0
258,-69.83,-100.0,-70.0,-90.0,-100.0,10.400000000000091,-90.0,-100.0,-70.0,1
259,-89.67727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
260,-85.31999999999996,-100.0,-100.0,-100.0,-100.0,-35.99999999999966,-100.0,-100.0,-100.0,0
261,-40.89324159021404,-90.0,-30.0,-90.0,-70.0,50.80000000000031,-80.0,-30.0,-80.0,1
262,-42.69932330827065,-100.0,28.0,-70.0,-90.0,-90.0,-100.0,-20.0,29.80000000000026,2
263,-86.19999999999996,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
264,-86.21999999999997,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
265,-18.417804878048745,-70.0,68.0,-80.0,-80.0,65.20000000000033,-70.0,-30.0,-20.0,2
266,-53.31199999999998,-100.0,-40.0,-60.0,-70.0,8.400000000000205,-90.0,-30.0,-90.0,1
267,-82.90517241379311,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-70.0,-80.0,0
268,-32.10399999999995,-100.0,28.0,-70.0,-90.0,11.200000000000273,-100.0,-20.0,29.80000000000026,3
269,-20.140890207715096,-70.0,70.0,-60.0,-70.0,64.60000000000034,-90.0,-10.0,-80.0,2
270,-49.27915887850464,-100.0,-40.0,-90.0,-70.0,33.40000000000027,-90.0,-30.0,-90.0,1
271,-93.69899999999997,-100.0,-100.0,-100.0,-100.0,-95.39999999999976,-100.0,-100.0,-100.0,0
272,-49.34202898550725,-70.0,70.0,-60.0,-70.0,-90.0,-80.0,-70.0,-80.0,1
273,-18.008842729970294,-70.0,70.0,-60.0,-70.0,64.60000000000034,-70.0,-10.0,-80.0,2
274,-47.89778115501517,-100.0,-40.0,-90.0,-70.0,32.200000000000266,-90.0,-30.0,-90.0,1
275,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
276,-33.94069808027917,-100.0,28.0,-70.0,-80.0,-90.0,-100.0,41.20000000000029,33.40000000000027,3
277,-42.997972027972,-100.0,28.0,-70.0,-90.0,-90.0,-100.0,-20.0,29.80000000000026,2
