Individual,Fitness,HealthGain1,HealthGain2,HealthGain3,HealthGain4,HealthGain5,HealthGain6,HealthGain7,HealthGain8,EnemiesBeaten
1816,-42.997972027972,-100.0,28.0,-70.0,-90.0,-90.0,-100.0,-20.0,29.80000000000026,2
1817,-88.28741721854304,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,0
1818,-46.94226006191948,-80.0,-10.0,-80.0,-70.0,43.00000000000029,-100.0,-90.0,-80.0,1
1819,-50.79499999999999,-100.0,32.0,-90.0,-90.0,-1.399999999999892,-100.0,-20.0,-90.0,1
1820,-40.9507692307692,-100.0,28.0,-70.0,-90.0,-90.0,-90.0,-20.0,29.80000000000026,2
1821,-89.66363636363636,-100,-100,-100,-100,-100,-100,-100,-100,0
1822,-92.7573812580231,-100,-100,-100,-100,-100,-100,-100,-100,0
1823,-86.21999999999997,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
1824,-90.22649572649573,-100,-100,-100,-100,-100,-100,-100,-100,0
1825,-87.76099999999997,-100.0,-100.0,-100.0,-100.0,-58.19999999999971,-100.0,-100.0,-100.0,0
1826,-14.406379310344795,-70.0,70.0,-60.0,-50.0,64.60000000000034,-70.0,-10.0,-70.0,2
1827,-38.7235714285714,-100.0,28.0,-70.0,-90.0,-70.0,-90.0,-20.0,29.80000000000026,2
1828,-86.00575815738964,-100.0,-90.0,-100.0,-90.0,-100.0,-100.0,-90.0,-90.0,0
1829,-86.24999999999996,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
1830,-89.75113122171946,-100,-100,-100,-100,-100,-100,-100,-100,0
1831,-89.76818181818182,-100,-100,-100,-100,-100,-100,-100,-100,0
1832,-76.41401062416999,-100.0,-70.0,-70.0,-50.0,-100.0,-100.0,-90.0,-90.0,0
1833,-43.08688644688642,-90.0,10.0,-70.0,-90.0,-90.0,-100.0,-20.0,28.600000000000257,2
1834,-21.50634920634915,-70.0,-40.0,-40.0,-80.0,58.00000000000033,-50.0,37.00000000000028,-80.0,2
1835,-93.10198675496689,-100,-100,-100,-100,-100,-100,-100,-100,0
1836,-49.21670454545452,-90.0,-40.0,-70.0,-90.0,-80.0,-100.0,-10.0,28.600000000000257,1
1837,-86.21999999999997,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
1838,-86.72799999999997,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
1839,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
1840,-68.58399999999999,-100.0,-60.0,-90.0,-100.0,10.400000000000091,-90.0,-100.0,-70.0,1
1841,-47.77778115501516,-100.0,-40.0,-90.0,-70.0,33.40000000000027,-90.0,-30.0,-90.0,1
1842,-93.09668874172185,-100,-100,-100,-100,-100,-100,-100,-100,0
1843,-85.85992366412214,-100.0,-100.0,-80.0,-80.0,-100.0,-100.0,-90.0,-100.0,0
1844,-87.91699999999997,-100.0,-100.0,-100.0,-100.0,-49.79999999999969,-100.0,-100.0,-100.0,0
1845,-43.16590038314175,-50.0,-70.0,-30.0,-80.0,82.00000000000017,-100.0,-100.0,-70.0,1
1846,-28.96646017699111,-40.0,-70.0,-30.0,-80.0,82.00000000000017,-90.0,-100.0,38.80000000000028,2
1847,-42.997972027972,-100.0,28.0,-70.0,-90.0,-90.0,-100.0,-20.0,29.80000000000026,2
1848,-37.994999999999955,-90.0,-10.0,-70.0,-90.0,-1.399999999999892,-100.0,-20.0,28.600000000000257,1
1849,-34.422307692307655,-70.0,-30.0,-80.0,-70.0,64.60000000000034,-90.0,-10.0,-80.0,1
1850,-43.001468531468504,-100.0,28.0,-70.0,-90.0,-90.0,-100.0,-20.0,29.80000000000026,2
1851,-67.85,-100.0,-70.0,-80.0,-100.0,18.000000000000114,-90.0,-100.0,-70.0,1
1852,-58.215050505050485,-100.0,-50.0,-90.0,-70.0,30.40000000000026,-90.0,-80.0,-90.0,1
1853,-82.48711340206185,-100.0,-90.0,-100.0,-90.0,-100.0,-90.0,-90.0,-90.0,0
1854,-52.42842323651452,-100.0,-40.0,-60.0,-70.0,-10.0,-90.0,-40.0,-80.0,0
1855,-86.21999999999997,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
1856,-45.022447552447524,-100.0,28.0,-90.0,-90.0,-90.0,-100.0,-20.0,29.80000000000026,2
1857,-47.77778115501516,-100.0,-40.0,-90.0,-70.0,33.40000000000027,-90.0,-30.0,-90.0,1
1858,-42.597972027972006,-90.0,10.0,-70.0,-90.0,-80.0,-100.0,-20.0,26.800000000000253,2
1859,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
1860,-18.008842729970294,-70.0,70.0,-60.0,-70.0,64.60000000000034,-70.0,-10.0,-80.0,2
1861,-40.25151975683886,-100.0,-50.0,-70.0,-70.0,19.000000000000234,-70.0,16.000000000000227,-90.0,2
1862,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
1863,-84.5,-90.0,-100.0,-100.0,-90.0,-100.0,-100.0,-80.0,-100.0,0
1864,-47.69470588235293,-50.0,-70.0,-50.0,-90.0,83.20000000000016,-100.0,-100.0,-70.0,1
1865,-89.76923076923077,-100,-100,-100,-100,-100,-100,-100,-100,0
1866,-86.21999999999997,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
1867,-86.19599999999997,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
1868,-37.906999999999954,-90.0,-10.0,-70.0,-90.0,-1.399999999999892,-100.0,-20.0,28.600000000000257,1
1869,-75.33399999999996,-50.0,-100.0,-100.0,-90.0,-46.799999999999685,-100.0,-100.0,-70.0,0
1870,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
1871,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
1872,-91.00591715976331,-100,-100,-100,-100,-100,-100,-100,-100,0
1873,-67.21399999999998,-100.0,-100.0,-70.0,-30.0,12.600000000000165,-100.0,-100.0,-100.0,1
1874,-86.21999999999997,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
1875,-42.997972027972,-100.0,28.0,-70.0,-90.0,-90.0,-100.0,-20.0,29.80000000000026,2
1876,-89.14501039501039,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,0
1877,-93.25897435897436,-100,-100,-100,-100,-100,-100,-100,-100,0
1878,-72.77051282051282,-100.0,-40.0,-100.0,-70.0,-100.0,-90.0,-80.0,-90.0,0
1879,-53.89187250996014,-70.0,-90.0,-60.0,-80.0,-90.0,-100.0,-10.0,6.400000000000233,1
1880,-41.57107279693485,-50.0,-70.0,-30.0,-80.0,82.00000000000017,-90.0,-100.0,-70.0,1
1881,-55.49462571976967,-100.0,28.0,-70.0,-90.0,-70.0,-100.0,-30.0,-80.0,1
1882,-93.82332955832389,-100,-100,-100,-100,-100,-100,-100,-100,0
1883,-68.74999999999996,-50.0,-90.0,-100.0,-90.0,-15.599999999999682,-90.0,-100.0,-70.0,0
1884,-39.94576158940394,-90.0,10.0,-70.0,-90.0,-90.0,-90.0,-20.0,63.40000000000034,2
1885,-68.06399999999998,-50.0,-100.0,-100.0,-90.0,13.800000000000317,-100.0,-100.0,-70.0,1
1886,-87.89090909090909,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,0
1887,-91.00959692898273,-100,-100,-100,-100,-100,-100,-100,-100,0
1888,-18.008842729970294,-70.0,70.0,-60.0,-70.0,64.60000000000034,-70.0,-10.0,-80.0,2
1889,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
1890,-18.008842729970294,-70.0,70.0,-60.0,-70.0,64.60000000000034,-70.0,-10.0,-80.0,2
1891,-65.3265306122449,-100.0,-40.0,-90.0,-80.0,-90.0,-90.0,-30.0,-90.0,0
1892,-35.86099999999998,-80.0,60.0,-60.0,-70.0,-1.399999999999892,-90.0,-20.0,-70.0,1
1893,-37.81499999999996,-90.0,-10.0,-70.0,-90.0,-1.399999999999892,-100.0,-20.0,30.40000000000026,1
1894,-69.83,-100.0,-70.0,-90.0,-100.0,10.400000000000091,-90.0,-100.0,-70.0,1
1895,-41.57107279693485,-50.0,-70.0,-30.0,-80.0,82.00000000000017,-90.0,-100.0,-70.0,1
1896,-47.77778115501516,-100.0,-40.0,-90.0,-70.0,33.40000000000027,-90.0,-30.0,-90.0,1
1897,-74.21134020618557,-100.0,-90.0,-90.0,-70.0,-60.0,-100.0,-80.0,-90.0,0
1898,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
1899,-90.15517241379311,-100,-100,-100,-100,-100,-100,-100,-100,0
1900,-73.63799999999996,-100.0,-70.0,-90.0,-100.0,-23.199999999999676,-90.0,-100.0,-70.0,0
1901,-62.95033333333323,-90.0,-60.0,-70.0,-75.39999999999976,-36.19999999999968,-100.0,-100.0,-34.199999999999726,0
1902,-42.997972027972,-100.0,28.0,-70.0,-90.0,-90.0,-100.0,-20.0,29.80000000000026,2
1903,-18.008842729970294,-70.0,70.0,-60.0,-70.0,64.60000000000034,-70.0,-10.0,-80.0,2
1904,-53.482075471698096,-100.0,-10.0,-90.0,-90.0,19.000000000000234,-100.0,-50.0,-90.0,1
1905,-27.45040816326525,-90.0,6.0,-60.0,-70.0,-50.0,-100.0,28.000000000000256,44.200000000000294,3
1906,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
1907,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
1908,-49.36906542056073,-50.0,-70.0,-90.0,-80.0,80.80000000000018,-90.0,-100.0,-70.0,1
1909,-73.24399999999996,-100.0,-70.0,-80.0,-100.0,-14.399999999999679,-90.0,-100.0,-70.0,0
1910,-18.853501483679494,-60.0,68.0,-60.0,-70.0,64.60000000000034,-80.0,-20.0,-80.0,2
1911,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
1912,-93.02695763799743,-100,-100,-100,-100,-100,-100,-100,-100,0
1913,-89.63636363636364,-100,-100,-100,-100,-100,-100,-100,-100,0
1914,-90.96353166986565,-100,-100,-100,-100,-100,-100,-100,-100,0
1915,-86.21999999999997,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
1916,-94.70864461045892,-100,-100,-100,-100,-100,-100,-100,-100,0
1917,-42.50610687022899,-50.0,-70.0,-30.0,-80.0,82.00000000000017,-80.0,-100.0,-70.0,1
1918,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
1919,-47.77778115501516,-100.0,-40.0,-90.0,-70.0,33.40000000000027,-90.0,-30.0,-90.0,1
1920,-88.22727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
1921,-25.47413098236771,-40.0,-70.0,-30.0,-60.0,82.00000000000017,-90.0,-100.0,49.60000000000031,2
1922,-51.849999999999994,-90.0,-10.0,-90.0,-90.0,7.400000000000119,-100.0,-20.0,-70.0,1
1923,-14.126511627906922,-100.0,76.0,-70.0,-70.0,33.40000000000027,-60.0,-30.0,29.80000000000026,3
1924,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
1925,-55.2352279635258,-100.0,-40.0,-90.0,-70.0,33.40000000000027,-90.0,-90.0,-90.0,1
1926,-47.77778115501516,-100.0,-40.0,-90.0,-70.0,33.40000000000027,-90.0,-30.0,-90.0,1
1927,-35.171230228470975,-100.0,28.0,-70.0,-80.0,-80.0,-60.0,-20.0,29.80000000000026,2
1928,-88.46818181818182,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,0
1929,-79.34632224168126,-100.0,-80.0,-80.0,-70.0,-80.0,-100.0,-100.0,-80.0,0
1930,-62.68471074380165,-100.0,-40.0,-80.0,-80.0,-60.0,-90.0,-30.0,-90.0,0
1931,-93.63550295857988,-100,-100,-100,-100,-100,-100,-100,-100,0
1932,-86.01399999999995,-100.0,-100.0,-100.0,-100.0,-39.59999999999967,-100.0,-100.0,-100.0,0
1933,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
1934,-86.21999999999997,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
1935,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
1936,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
1937,-86.21999999999997,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
1938,-74.71633663366336,-100.0,-100.0,-70.0,-80.0,-90.0,-80.0,-50.0,-100.0,0
1939,-41.69234042553189,-100.0,-10.0,-70.0,-90.0,-70.0,-80.0,-20.0,29.80000000000026,1
1940,-33.229999999999954,-30.0,-70.0,-30.0,-80.0,82.00000000000017,-90.0,-100.0,3.600000000000229,2
1941,-85.02999999999996,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
1942,-38.55655097613881,-60.0,-40.0,-30.0,-90.0,83.80000000000015,-90.0,-90.0,-70.0,1
1943,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
1944,-55.33053435114502,-50.0,-100.0,-100.0,-90.0,82.00000000000017,-90.0,-100.0,-70.0,1
1945,-79.89399999999996,-80.0,-100.0,-100.0,-90.0,-43.199999999999676,-100.0,-100.0,-80.0,0
1946,-44.64781954887216,-90.0,28.0,-70.0,-80.0,-60.0,-100.0,26.800000000000253,-80.0,2
1947,-47.77778115501516,-100.0,-40.0,-90.0,-70.0,33.40000000000027,-90.0,-30.0,-90.0,1
1948,-74.53019801980199,-90.0,-70.0,-80.0,-80.0,-70.0,-100.0,-90.0,-90.0,0
1949,-36.75499999999995,-90.0,-10.0,-70.0,-80.0,-1.399999999999892,-100.0,-20.0,28.600000000000257,1
1950,-93.08609271523179,-100,-100,-100,-100,-100,-100,-100,-100,0
1951,-93.10198675496689,-100,-100,-100,-100,-100,-100,-100,-100,0
1952,-41.282633832976416,-100.0,28.0,-70.0,-90.0,-90.0,-100.0,-20.0,29.80000000000026,2
1953,-69.83,-100.0,-70.0,-90.0,-100.0,10.400000000000091,-90.0,-100.0,-70.0,1
1954,-45.045135135135105,-100.0,-40.0,-90.0,-70.0,33.40000000000027,-70.0,-30.0,-90.0,1
1955,-41.57107279693485,-50.0,-70.0,-30.0,-80.0,82.00000000000017,-90.0,-100.0,-70.0,1
1956,-47.77778115501516,-100.0,-40.0,-90.0,-70.0,33.40000000000027,-90.0,-30.0,-90.0,1
1957,-27.703243243243154,-80.0,-80.0,-70.0,16.000000000000227,61.600000000000335,-70.0,-100.0,58.60000000000033,3
1958,-43.380455259026654,-40.0,-40.0,-60.0,-90.0,52.00000000000031,-100.0,-80.0,-60.0,1
1959,-41.57107279693485,-50.0,-70.0,-30.0,-80.0,82.00000000000017,-90.0,-100.0,-70.0,1
1960,-55.401999999999965,-50.0,-90.0,-70.0,-60.0,-43.199999999999676,-90.0,-100.0,-10.0,0
1961,-48.90484536082471,-100.0,-40.0,-90.0,-70.0,33.40000000000027,-90.0,-30.0,-90.0,1
1962,-83.78837953091684,-100.0,-90.0,-100.0,-90.0,-100.0,-90.0,-90.0,-90.0,0
1963,-42.84762237762235,-100.0,28.0,-70.0,-90.0,-90.0,-100.0,-20.0,29.80000000000026,2
1964,-84.74149659863946,-100.0,-90.0,-100.0,-90.0,-100.0,-100.0,-90.0,-90.0,0
1965,-33.220088495575176,-100.0,28.0,-70.0,-70.0,14.800000000000228,-70.0,14.800000000000228,-80.0,3
1966,-47.77778115501516,-100.0,-40.0,-90.0,-70.0,33.40000000000027,-90.0,-30.0,-90.0,1
1967,-43.86199999999995,-100.0,28.0,-70.0,-90.0,-84.79999999999977,-100.0,-20.0,29.80000000000026,2
1968,-47.77778115501516,-100.0,-40.0,-90.0,-70.0,33.40000000000027,-90.0,-30.0,-90.0,1
1969,-93.13907284768212,-100,-100,-100,-100,-100,-100,-100,-100,0
1970,-90.22649572649573,-100,-100,-100,-100,-100,-100,-100,-100,0
1971,-83.06699999999995,-100.0,-100.0,-100.0,-90.0,-35.399999999999665,-100.0,-100.0,-100.0,0
1972,-92.99867549668875,-100,-100,-100,-100,-100,-100,-100,-100,0
1973,-47.77778115501516,-100.0,-40.0,-90.0,-70.0,33.40000000000027,-90.0,-30.0,-90.0,1
1974,-61.69072164948454,-100.0,-40.0,-90.0,-70.0,-60.0,-100.0,-30.0,-90.0,0
1975,-86.27599999999997,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
1976,-39.973846153846125,-100.0,28.0,-70.0,-90.0,-80.0,-90.0,-20.0,29.80000000000026,2
1977,-41.57107279693485,-50.0,-70.0,-30.0,-80.0,82.00000000000017,-90.0,-100.0,-70.0,1
1978,-21.71108108108106,-70.0,64.0,-40.0,-90.0,-30.0,-70.0,-10.0,5.200000000000234,2
1979,-48.56718157181569,-100.0,-40.0,-90.0,-70.0,33.40000000000027,-90.0,-30.0,-90.0,1
1980,-56.08699999999998,-90.0,-30.0,-80.0,-90.0,-1.399999999999892,-100.0,-40.0,-70.0,0
1981,-44.49202898550722,-100.0,20.0,-70.0,-90.0,-90.0,-100.0,-20.0,28.000000000000256,2
1982,-63.79341736694678,-100.0,-10.0,-80.0,-90.0,-90.0,-100.0,-20.0,-80.0,0
1983,-86.21999999999997,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
1984,-84.57727272727273,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,0
1985,-92.99399999999997,-100.0,-100.0,-100.0,-100.0,-92.39999999999976,-100.0,-100.0,-100.0,0
1986,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
1987,-89.64545454545454,-100,-100,-100,-100,-100,-100,-100,-100,0
1988,-89.72272727272727,-100,-100,-100,-100,-100,-100,-100,-100,0
1989,-48.68064896755159,-100.0,-40.0,-100.0,-70.0,33.40000000000027,-90.0,-30.0,-90.0,1
1990,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
1991,-42.997972027972,-100.0,28.0,-70.0,-90.0,-90.0,-100.0,-20.0,29.80000000000026,2
1992,-89.76363636363637,-100,-100,-100,-100,-100,-100,-100,-100,0
1993,-47.77778115501516,-100.0,-40.0,-90.0,-70.0,33.40000000000027,-90.0,-30.0,-90.0,1
1994,-18.008842729970294,-70.0,70.0,-60.0,-70.0,64.60000000000034,-70.0,-10.0,-80.0,2
1995,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
1996,-51.316401062417,-70.0,70.0,-90.0,-70.0,-90.0,-100.0,-30.0,-80.0,1
1997,-93.10198675496689,-100,-100,-100,-100,-100,-100,-100,-100,0
1998,-47.60756838905772,-100.0,-40.0,-90.0,-70.0,33.40000000000027,-90.0,-30.0,-90.0,1
1999,-64.56599999999997,-100.0,-40.0,-70.0,-90.0,-58.399999999999736,-100.0,-30.0,-80.0,0
2000,-86.21999999999997,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
2001,-18.008842729970294,-70.0,70.0,-60.0,-70.0,64.60000000000034,-70.0,-10.0,-80.0,2
2002,-42.997972027972,-100.0,28.0,-70.0,-90.0,-90.0,-100.0,-20.0,29.80000000000026,2
2003,-90.8030303030303,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,0
2004,-86.19199999999996,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
2005,-93.10198675496689,-100,-100,-100,-100,-100,-100,-100,-100,0
2006,-80.95799999999996,-100.0,-100.0,-100.0,-100.0,-21.599999999999696,-100.0,-100.0,-90.0,0
2007,-42.49099999999996,-100.0,68.0,-70.0,-90.0,-36.19999999999968,-100.0,-20.0,-40.0,1
2008,-67.59599999999999,-100.0,-60.0,-80.0,-90.0,10.400000000000091,-100.0,-100.0,-70.0,1
2009,-75.07443082311734,-100.0,-50.0,-80.0,-100.0,-80.0,-80.0,-100.0,-70.0,0
2010,-93.08344370860927,-100,-100,-100,-100,-100,-100,-100,-100,0
2011,-71.008,-100.0,-80.0,-90.0,-100.0,10.400000000000091,-90.0,-100.0,-70.0,1
2012,-93.10198675496689,-100,-100,-100,-100,-100,-100,-100,-100,0
2013,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
2014,-93.041059602649,-100,-100,-100,-100,-100,-100,-100,-100,0
2015,-86.21999999999997,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
2016,-93.09668874172185,-100,-100,-100,-100,-100,-100,-100,-100,0
2017,-90.60198675496689,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-90.0,-100.0,0
2018,-86.21999999999997,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
2019,-86.30399999999996,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
2020,-10.566632443531793,-70.0,70.0,-40.0,-70.0,64.00000000000034,-70.0,-10.0,-30.0,2
2021,-35.18705539358595,-90.0,-40.0,-70.0,-90.0,-60.0,-90.0,41.20000000000029,67.6000000000003,2
2022,-86.21999999999997,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
2023,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
2024,-37.994999999999955,-90.0,-10.0,-70.0,-90.0,-1.399999999999892,-100.0,-20.0,28.600000000000257,1
2025,-49.37571428571426,-100.0,-40.0,-90.0,-70.0,23.800000000000246,-90.0,-30.0,-90.0,1
2026,-41.89674329501914,-50.0,-70.0,-30.0,-80.0,82.00000000000017,-90.0,-100.0,-70.0,1
2027,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
2028,-86.24599999999997,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
2029,-37.994999999999955,-90.0,-10.0,-70.0,-90.0,-1.399999999999892,-100.0,-20.0,28.600000000000257,1
2030,-83.60999999999996,-100.0,-80.0,-100.0,-100.0,-41.99999999999967,-100.0,-100.0,-100.0,0
2031,-68.29899999999996,-100.0,-50.0,-80.0,-100.0,-8.599999999999689,-100.0,-90.0,-70.0,0
2032,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
2033,-90.99040307101727,-100,-100,-100,-100,-100,-100,-100,-100,0
2034,-90.74703557312253,-100,-100,-100,-100,-100,-100,-100,-100,0
2035,-93.09668874172185,-100,-100,-100,-100,-100,-100,-100,-100,0
2036,-59.635384615384595,-100.0,-30.0,-70.0,-80.0,-90.0,-90.0,-100.0,29.80000000000026,1
2037,-89.73181818181818,-100,-100,-100,-100,-100,-100,-100,-100,0
2038,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
2039,-38.01499999999996,-90.0,-10.0,-70.0,-90.0,-1.399999999999892,-100.0,-20.0,28.600000000000257,1
2040,-88.49545454545455,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,0
2041,-89.71818181818182,-100,-100,-100,-100,-100,-100,-100,-100,0
2042,-53.050000000000004,-100.0,38.0,-70.0,-90.0,-80.0,-100.0,-20.0,-80.0,1
2043,-89.58181818181818,-100,-100,-100,-100,-100,-100,-100,-100,0
2044,-25.34567567567565,-100.0,76.0,-60.0,-70.0,-30.0,-80.0,-30.0,29.80000000000026,2
2045,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
2046,-92.22252747252747,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,0
2047,-69.83,-100.0,-70.0,-90.0,-100.0,10.400000000000091,-90.0,-100.0,-70.0,1
2048,-43.204265734265704,-100.0,28.0,-70.0,-90.0,-90.0,-100.0,-20.0,29.80000000000026,2
2049,-84.96999999999997,-100.0,-100.0,-100.0,-90.0,-43.199999999999676,-100.0,-100.0,-100.0,0
2050,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
2051,-89.29799999999996,-100.0,-100.0,-100.0,-100.0,-56.39999999999971,-100.0,-100.0,-100.0,0
2052,-41.0265979381443,-50.0,-50.0,-40.0,-80.0,70.60000000000028,-90.0,-100.0,-70.0,1
2053,-41.85076628352489,-50.0,-70.0,-30.0,-80.0,82.00000000000017,-90.0,-100.0,-70.0,1
2054,-86.21999999999997,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
2055,-38.30810810810809,-100.0,28.0,-70.0,-80.0,28.000000000000256,-100.0,-10.0,-80.0,2
2056,-45.07267477203644,-100.0,-40.0,-80.0,-70.0,34.60000000000027,-90.0,-20.0,-90.0,1
2057,-37.564987080103364,-100.0,48.0,-30.0,-70.0,-70.0,-60.0,-20.0,-80.0,1
2058,-76.50378266850069,-100.0,-70.0,-90.0,-100.0,-70.0,-70.0,-100.0,-70.0,0
2059,-42.94902097902095,-100.0,28.0,-70.0,-90.0,-90.0,-100.0,-20.0,29.80000000000026,2
2060,-88.94545454545454,-100,-100,-100,-100,-100,-100,-100,-100,0
2061,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
2062,-86.24399999999996,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
2063,-93.10198675496689,-100,-100,-100,-100,-100,-100,-100,-100,0
2064,-86.21999999999997,-100.0,-100.0,-100.0,-100.0,-43.199999999999676,-100.0,-100.0,-100.0,0
2065,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
2066,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
2067,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
2068,-89.19813278008299,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,0
2069,-83.86161879895562,-100.0,-90.0,-90.0,-90.0,-80.0,-90.0,-100.0,-80.0,0
2070,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
2071,-87.55099999999996,-100.0,-100.0,-100.0,-100.0,-47.399999999999686,-100.0,-100.0,-100.0,0
2072,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
2073,-42.997972027972,-100.0,28.0,-70.0,-90.0,-90.0,-100.0,-20.0,29.80000000000026,2
2074,-74.96736292428199,-70.0,-80.0,-80.0,-80.0,-90.0,-90.0,-80.0,-90.0,0
2075,-46.99399999999997,-90.0,-10.0,-70.0,-90.0,-11.599999999999795,-100.0,-20.0,-30.0,0
2076,-89.72727272727272,-100,-100,-100,-100,-100,-100,-100,-100,0
2077,-69.83,-100.0,-70.0,-90.0,-100.0,10.400000000000091,-90.0,-100.0,-70.0,1
2078,-82.81008902077151,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,0
2079,-28.129128630705374,-100.0,52.0,-50.0,-70.0,-60.0,-70.0,-30.0,29.80000000000026,2
2080,-46.65971209213049,-90.0,-60.0,-20.0,-60.0,72.40000000000026,-90.0,-100.0,-90.0,1
2081,-89.48181818181818,-100,-100,-100,-100,-100,-100,-100,-100,0
2082,-89.74545454545455,-100,-100,-100,-100,-100,-100,-100,-100,0
2083,-32.547406082289754,-100.0,78.0,-70.0,-90.0,-80.0,-100.0,2.200000000000234,29.80000000000026,3
2084,-89.58181818181818,-100,-100,-100,-100,-100,-100,-100,-100,0
2085,-42.997972027972,-100.0,28.0,-70.0,-90.0,-90.0,-100.0,-20.0,29.80000000000026,2
2086,-47.7352279635258,-100.0,-40.0,-90.0,-70.0,33.40000000000027,-90.0,-30.0,-90.0,1
