Generation,Best Fitness,Average Fitness,Std Fitness,Best Health,Avg Health,Std Health,Lowest Time,Avg Time,Std Time
0,-28.696976744185996,-74.05808053483639,22.23062868679788,-28.849999999999874,-79.24749999999999,23.966287129006886,152.5,291.465,30.69873816625042
0,-28.696976744185996,-39.91022502402101,8.458153012117387,74.80000000000024,-41.94499999999994,47.76827791536983,15.0,302.6575,125.34673986087552
1,-18.834166666666643,-34.873933706425774,5.246299688776484,72.40000000000026,-36.69849999999993,47.79279022771122,15.0,306.9975,109.289512277025
2,-16.00583333333331,-32.72768848329453,7.368626988109927,67.00000000000031,-34.595999999999925,47.30122814473224,83.0,310.7575,94.38248616003925
3,-11.355891238670642,-31.695907924437215,8.58328944572398,54.40000000000032,-34.24099999999992,45.461340928309724,83.0,312.0025,83.04738101680269
4,-11.355891238670642,-30.053488884505462,8.580725409585115,79.6000000000002,-32.78999999999993,43.795229192230615,15.0,310.995,88.70019715310671
5,-11.355891238670642,-29.982821218973122,8.328865599696876,67.00000000000031,-33.13899999999993,41.80604835427534,66.0,311.9475,85.2719751369112
6,0.98902654867259,-27.45304887102866,8.689110313085777,87.40000000000012,-30.772499999999926,40.76934073234453,84.0,323.515,84.5680186299762
7,0.98902654867259,-20.052739029607963,6.62133453646083,61.600000000000335,-23.73549999999993,35.646379055242136,83.0,343.42,86.20817014645422
8,0.98902654867259,-14.204317410147027,5.386190591634388,52.0,-17.88349999999994,31.28553224335497,201.0,362.545,90.94134359574856
9,0.98902654867259,-8.113803970217873,10.01521859962554,76.0,-7.484499999999937,36.968737600167024,159.0,402.82,119.51521911455461
10,0.98902654867259,-36.52366086488414,11.120937499963647,94.60000000000005,-40.29849999999996,39.497230254158396,15.0,327.9175,115.01943615646009
11,0.98902654867259,-36.82685691298447,10.445021082251015,87.40000000000012,-40.19299999999996,41.16925978202676,15.0,328.155,123.68379431032993
12,0.98902654867259,-33.49008868496164,9.261216056731186,91.00000000000009,-36.36099999999995,42.09489849138499,15.0,332.7025,124.8032811818263
13,0.98902654867259,-37.606608455331056,11.534692232846758,71.20000000000027,-41.106999999999964,41.111635226539036,15.0,323.7275,113.69882692336805
14,0.98902654867259,-32.95906380951796,8.411002774962071,63.40000000000034,-35.80599999999994,42.43151616428533,15.0,338.8675,114.10495144273976
15,0.98902654867259,-31.20177669421422,7.625157118827448,66.40000000000032,-33.575499999999934,44.257402767785734,15.0,326.71,104.07356004288505
16,0.98902654867259,-30.048627119820257,7.9326444545064,77.20000000000022,-32.48749999999993,43.62729929470776,83.0,330.795,91.97297415545503
17,0.98902654867259,-30.447202916482347,8.298442463421534,76.60000000000022,-32.30849999999993,44.90221963054843,15.0,320.27,107.38699688509777
18,0.98902654867259,-30.252840806966898,8.913152132162732,63.40000000000034,-32.01749999999993,45.49766580551148,15.0,316.5,101.8390887626161
19,0.98902654867259,-28.40758156583516,9.411613456148977,80.20000000000019,-28.854999999999908,48.41045522405269,83.0,315.1875,104.6059383770826
20,0.98902654867259,-28.047496827958245,9.191308045563488,86.20000000000013,-28.00249999999991,49.40073171269846,15.0,311.185,106.59500820863987
21,0.98902654867259,-26.310424912004937,8.533009734988546,62.20000000000034,-25.0334999999999,51.3561522872383,15.0,305.7925,107.9817319908789
22,0.98902654867259,-27.59526810924682,8.62904349690914,63.40000000000034,-27.133999999999904,50.039287005312254,83.0,306.53,100.4436613231517
23,0.98902654867259,-26.46799748274842,8.17376343872703,62.80000000000034,-25.143999999999895,51.56981155676267,83.0,299.18,97.54805277400467
24,0.98902654867259,-24.715086054070298,7.422765963923125,73.00000000000026,-22.768999999999895,52.538605225110544,23.0,299.2475,105.01702835135833
25,0.98902654867259,-25.169968267449978,7.16437120090297,67.6000000000003,-23.05049999999989,53.254126128873935,83.0,298.1325,99.71752576026944
26,0.98902654867259,-24.02806428133522,7.689933705317702,89.2000000000001,-22.670499999999898,51.03381359206866,83.0,310.43,90.89722272985023
27,0.98902654867259,-23.566769936483578,7.579021918846851,64.60000000000034,-21.610999999999887,52.24849929902306,32.0,306.9675,95.66468232189975
28,0.98902654867259,-23.117904846758115,7.952673237389591,79.6000000000002,-20.658499999999886,53.13947758258462,59.0,306.0,93.25658153717625
29,0.98902654867259,-19.903278653107108,5.961231685991754,64.60000000000034,-16.921999999999876,52.887438168245716,83.0,312.155,84.2470828871837
