Generation,Best Fitness,Average Fitness,Std Fitness,Best Health,Avg Health,Std Health,Lowest Time,Avg Time,Std Time
0,51.85624634533983,7.672501523200019,12.84547940077867,3.7124926906796416,-84.65499695359995,25.69095880155734,-5.052006589868995,135.85887343571534,63.187915372229874
0,51.85624634533983,18.320029003679352,13.695935246696893,3.7124926906796416,-63.3599419926413,27.39187049339378,21.722024607456547,148.86718523910434,59.16865623501202
1,51.85624634533983,31.707313604817518,7.4467657315281945,3.7124926906796416,-36.58537279036497,14.893531463056389,37.35084624405749,169.7962064779368,45.116118956712796
2,51.85624634533983,37.24299350248445,3.2548693397937694,3.7124926906796416,-25.5140129950311,6.5097386795875405,-7.188381607165638,183.35670611316738,38.67999141804821
3,51.85624634533983,39.98655477392091,2.136834993363124,3.7124926906796416,-20.026890452158185,4.273669986726248,44.636831530837924,188.97069218066187,28.179035479393157
4,51.85624634533983,40.70223585371671,2.3118869640091457,3.7124926906796416,-18.595528292566588,4.6237739280182915,44.636831530837924,191.85688695266282,31.502081196217045
5,51.85624634533983,42.199955861991405,2.7838750859940284,3.7124926906796416,-15.600088276017186,5.567750171988055,112.05895268289078,197.52257691630584,34.024109621983314
6,51.85624634533983,43.594350777501866,2.5988604538373905,3.7124926906796416,-12.81129844499625,5.197720907674778,112.05895268289078,203.02840609885246,34.52336851560899
7,51.85624634533983,44.56378687642398,2.446088990853212,3.7124926906796416,-10.872426247152022,4.892177981706421,124.2311877580998,203.73270811701255,33.66365992275438
8,52.82280870827309,45.44168007490327,2.4770194847660973,5.6456174165461785,-9.11663985019348,4.954038969532195,124.2311877580998,201.8766696544687,31.539199831449164
9,52.82280870827309,46.037235898008745,2.385664239881901,5.6456174165461785,-7.925528203982522,4.7713284797638,132.46745424749025,197.78156499190558,30.38395843349936
10,52.82280870827309,46.89817407454706,2.1678272255616764,5.6456174165461785,-6.203651850905885,4.335654451123352,153.01020461292921,191.1836014684603,25.50277597073931
11,56.46238212437435,47.5383371757293,2.1054100559250375,12.9247642487487,-4.923325648541386,4.210820111850074,153.01020461292921,189.29986995054279,24.09059420157735
12,56.948584656198214,48.10940443834394,2.1376705121699073,13.89716931239643,-3.781191123312135,4.275341024339814,149.71334967811003,185.9787556914631,23.34430466490266
13,57.36023118614548,48.54374625786386,2.223436077310491,14.720462372290951,-2.912507484272285,4.446872154620982,149.71334967811003,183.2537028021621,22.916035853373348
14,57.36023118614548,49.10556076184668,2.3686813022472917,14.720462372290951,-1.7888784763066068,4.7373626044945825,149.71334967811003,184.86762108445473,22.26235978773742
15,57.36023118614548,49.50291614299838,2.4738935605212955,14.720462372290951,-0.9941677140032493,4.947787121042591,149.71334967811003,182.73414022063469,21.73821963330783
16,57.36023118614548,50.01046459646347,2.3606809998887526,14.720462372290951,0.020929192926935923,4.721361999777505,149.71334967811003,180.54875146474637,21.545921275278644
17,57.36023118614548,50.42753553874474,2.3799635285640437,14.720462372290951,0.8550710774894594,4.7599270571280865,149.71334967811003,181.01581129182156,23.156042570850154
18,57.36023118614548,50.7274738601295,2.2683019026499176,14.720462372290951,1.4549477202590069,4.536603805299835,153.01020461292921,181.09126852535985,23.631698684016968
19,57.36023118614548,51.18725771802435,2.3825634871856676,14.720462372290951,2.374515436048691,4.765126974371335,153.01020461292921,181.937454367749,23.687225707780154
20,57.36023118614548,51.940079956379535,2.3872282801974003,14.720462372290951,3.8801599127590602,4.7744565603948015,153.01020461292921,182.5171566866993,24.317032922017958
21,57.36023118614548,52.76311104009632,2.223346482214002,14.720462372290951,5.526222080192635,4.4466929644280055,152.5292051802924,179.07867062387373,22.795447277387375
22,57.39552282277072,53.21411688283993,2.084239558770199,14.791045645541448,6.428233765679875,4.168479117540398,152.5292051802924,180.02494797680885,23.595727914170332
23,57.74053137870763,53.712583532771276,2.0581432236892385,15.481062757415252,7.425167065542546,4.116286447378478,152.5292051802924,181.19375044083364,24.154978876414372
24,57.74053137870763,54.20803196534311,1.853346153208039,15.481062757415252,8.416063930686185,3.706692306416079,152.5292051802924,179.56953145414428,23.663338943352016
25,57.74053137870763,54.645364744355994,1.6463181021935112,15.481062757415252,9.290729488711976,3.2926362043870223,152.5292051802924,177.7712956153686,22.774751519917945
26,57.74053137870763,55.02342465026846,1.4393725352681261,15.481062757415252,10.046849300536914,2.878745070536252,152.5292051802924,177.47017417404524,22.692440799613067
27,57.74053137870763,55.44978494820874,1.2858271411140958,15.481062757415252,10.899569896417438,2.5716542822281907,152.5292051802924,176.22762972036486,22.529053771774826
28,57.74053137870763,55.818350514032794,1.0284895681751027,15.481062757415252,11.636701028065596,2.056979136350206,152.5292051802924,174.23017409309966,18.393265099651753
29,58.238359773652824,56.09053696928513,0.866501700005812,16.47671954730565,12.181073938570261,1.7330034000116241,152.5292051802924,172.2908806550466,15.682411229594383
